../DDBJ/1772-067-038_C05.1.fastq.bz2	Input file name.
04-11-2015; 7:10am	Date and Time
20.000000	selected threshold
1974966	total input reads
1770805	successfully extracted
89.7%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
10585	low complexity
193576	match artifacts:
41746	Nextera_701
53	Nextera_702
192	Nextera_703
21	Nextera_704
144874	Nextera_705
19	Nextera_706
3	Nextera_707
46	Nextera_709
8	Nextera_710
11	Nextera_711
27	Nextera_712
4	Nextera_701_Reversed:
4	Nextera_703_Reversed:
7	Nextera_704_Reversed:
168	Nextera_705_Reversed:
6	Nextera_706_Reversed:
7	Nextera_709_Reversed:
1	Nextera_710_Reversed:
2	Nextera_711_Reversed:
3	Nextera_712_Reversed:
2	rRNA_5.8S
361	rRNA_18S
26	rRNA_28S
1188	EC2_RNA_SPIKE_1_(750_bp)
32	EC15_RNA_SPIKE_4_(1000_bp)
3501	HPV18
1264	HPV18_as
