../DDBJ/1772-067-039_D08.1.fastq.bz2	Input file name.
04-11-2015;11:41am	Date and Time
20.000000	selected threshold
1653949	total input reads
1456247	successfully extracted
88.0%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
4388	low complexity
193314	match artifacts:
41335	Nextera_701
6443	Nextera_702
56	Nextera_703
5	Nextera_704
54	Nextera_705
2	Nextera_706
18	Nextera_707
141503	Nextera_708
43	Nextera_709
12	Nextera_710
46	Nextera_711
48	Nextera_712
5	Nextera_701_Reversed:
3	Nextera_702_Reversed:
3	Nextera_703_Reversed:
6	Nextera_704_Reversed:
5	Nextera_705_Reversed:
4	Nextera_706_Reversed:
1	Nextera_707_Reversed:
213	Nextera_708_Reversed:
3	Nextera_709_Reversed:
1	Nextera_711_Reversed:
1	Nextera_712_Reversed:
289	rRNA_18S
55	rRNA_28S
226	EC2_RNA_SPIKE_1_(750_bp)
3	EC15_RNA_SPIKE_4_(1000_bp)
2	EC18_RNA_SPIKE_7_(1474bp)
2228	HPV18
701	HPV18_as
