../DDBJ/1772-067-039_D12.1.fastq.bz2	Input file name.
04-11-2015;11:54am	Date and Time
20.000000	selected threshold
2458669	total input reads
2097199	successfully extracted
85.3%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
2516	low complexity
358954	match artifacts:
74805	Nextera_701
58	Nextera_702
27	Nextera_703
12	Nextera_704
11938	Nextera_705
63	Nextera_706
17	Nextera_707
96	Nextera_708
84	Nextera_709
8	Nextera_710
97	Nextera_711
262183	Nextera_712
7	Nextera_701_Reversed:
1	Nextera_702_Reversed:
2	Nextera_703_Reversed:
3	Nextera_704_Reversed:
7	Nextera_705_Reversed:
8	Nextera_706_Reversed:
1	Nextera_707_Reversed:
2	Nextera_709_Reversed:
1	Nextera_711_Reversed:
163	Nextera_712_Reversed:
2	rRNA_5.8S
548	rRNA_18S
63	rRNA_28S
141	EC2_RNA_SPIKE_1_(750_bp)
6539	HPV18
2078	HPV18_as
