../DDBJ/1772-067-038_A09.2.fastq.bz2	Input file name.
04-11-2015; 6:13am	Date and Time
20.000000	selected threshold
1391572	total input reads
1255168	successfully extracted
90.2%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
8310	low complexity
128094	match artifacts:
121708	Nextera_501
44	Nextera_502
6	Nextera_503
53	Nextera_504
41	Nextera_505
2	Nextera_506
7	Nextera_508
4	Nextera_701
1	Nextera_503_Reversed:
5	rRNA_5.8S
116	rRNA_18S
5	rRNA_28S
256	EC2_RNA_SPIKE_1_(750_bp)
26	EC18_RNA_SPIKE_7_(1474bp)
4246	HPV18
1574	HPV18_as
