../DDBJ/1772-062-249_F08.1.fastq.bz2	Input file name.
04-10-2015;11:30pm	Date and Time
20.000000	selected threshold
1200715	total input reads
1090105	successfully extracted
90.8%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
4145	low complexity
106465	match artifacts:
15981	Nextera_701
2442	Nextera_702
15	Nextera_703
7	Nextera_704
6	Nextera_705
3	Nextera_706
1	Nextera_707
63940	Nextera_708
6	Nextera_709
3	Nextera_710
13	Nextera_711
18	Nextera_712
11	Nextera_701_Reversed:
1	Nextera_702_Reversed:
39	Nextera_703_Reversed:
8	Nextera_704_Reversed:
1	Nextera_705_Reversed:
28	Nextera_706_Reversed:
4	Nextera_707_Reversed:
354	Nextera_708_Reversed:
6	Nextera_709_Reversed:
2	Nextera_710_Reversed:
5	Nextera_711_Reversed:
16	Nextera_712_Reversed:
3734	rRNA_18S
170	rRNA_28S
14393	EC2_RNA_SPIKE_1_(750_bp)
1157	EC15_RNA_SPIKE_4_(1000_bp)
50	EC18_RNA_SPIKE_7_(1474bp)
3094	HPV18
957	HPV18_as
