../DDBJ/1772-067-039_A02.2.fastq.bz2	Input file name.
04-11-2015;10:15am	Date and Time
20.000000	selected threshold
1001479	total input reads
914556	successfully extracted
91.3%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
5174	low complexity
81749	match artifacts:
77092	Nextera_501
42	Nextera_502
7	Nextera_503
117	Nextera_504
46	Nextera_505
1	Nextera_506
2	Nextera_507
5	Nextera_508
1	Nextera_701
1	Nextera_508_Reversed:
1	rRNA_5.8S
134	rRNA_18S
26	rRNA_28S
414	EC2_RNA_SPIKE_1_(750_bp)
1	EC3_RNA_SPIKE_3_(1000_bp)
12	EC15_RNA_SPIKE_4_(1000_bp)
2	EC18_RNA_SPIKE_7_(1474bp)
2624	HPV18
1221	HPV18_as
