../DDBJ/1772-067-038_B07.1.fastq.bz2	Input file name.
04-11-2015; 6:44am	Date and Time
20.000000	selected threshold
2039695	total input reads
1833481	successfully extracted
89.9%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
12213	low complexity
194001	match artifacts:
42397	Nextera_701
6486	Nextera_702
20	Nextera_703
79	Nextera_704
22	Nextera_705
17	Nextera_706
141050	Nextera_707
4	Nextera_708
32	Nextera_709
3	Nextera_711
19	Nextera_712
1	Nextera_701_Reversed:
3	Nextera_702_Reversed:
1	Nextera_703_Reversed:
4	Nextera_704_Reversed:
1	Nextera_705_Reversed:
175	Nextera_707_Reversed:
1	Nextera_708_Reversed:
2	Nextera_709_Reversed:
2	Nextera_712_Reversed:
44	rRNA_18S
41	rRNA_28S
545	EC2_RNA_SPIKE_1_(750_bp)
3	EC15_RNA_SPIKE_4_(1000_bp)
2290	HPV18
759	HPV18_as
