../DDBJ/1772-062-248_C11.2.fastq.bz2	Input file name.
04-10-2015; 5:02pm	Date and Time
20.000000	selected threshold
303167	total input reads
77421	successfully extracted
25.5%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
2271	low complexity
223475	match artifacts:
9173	Nextera_501
2263	Nextera_502
43333	Nextera_503
3	Nextera_504
3	Nextera_505
3	Nextera_506
1	Nextera_507
286	Nextera_508
7	Nextera_701
15	Nextera_503_Reversed:
1	Nextera_505_Reversed:
1	Nextera_506_Reversed:
6	rRNA_18S
3	rRNA_28S
156964	EC2_RNA_SPIKE_1_(750_bp)
10619	EC15_RNA_SPIKE_4_(1000_bp)
792	EC18_RNA_SPIKE_7_(1474bp)
2	HPV18
