../DDBJ/1772-064-103_C04.2.fastq.bz2	Input file name.
04-11-2015; 2:10am	Date and Time
20.000000	selected threshold
2057626	total input reads
1720910	successfully extracted
83.6%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
2078	low complexity
334638	match artifacts:
56378	Nextera_501
9556	Nextera_502
244467	Nextera_503
3	Nextera_504
11	Nextera_505
7	Nextera_506
8	Nextera_507
96	Nextera_508
33	Nextera_701
7	Nextera_503_Reversed:
1	Nextera_507_Reversed:
19	rRNA_5.8S
57	rRNA_18S
285	rRNA_28S
20585	EC2_RNA_SPIKE_1_(750_bp)
1411	EC15_RNA_SPIKE_4_(1000_bp)
1261	HPV18
453	HPV18_as
