../DDBJ/1772-064-103_A02.2.fastq.bz2	Input file name.
04-11-2015;12:38am	Date and Time
20.000000	selected threshold
1995934	total input reads
1621946	successfully extracted
81.3%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
1602	low complexity
372386	match artifacts:
331410	Nextera_501
40	Nextera_502
26	Nextera_503
25	Nextera_504
62	Nextera_505
10	Nextera_506
5	Nextera_507
11	Nextera_508
31	Nextera_701
2	Nextera_501_Reversed:
1	Nextera_502_Reversed:
1	Nextera_503_Reversed:
1	Nextera_504_Reversed:
2	Nextera_505_Reversed:
1	Nextera_506_Reversed:
1	Nextera_507_Reversed:
43	rRNA_5.8S
606	rRNA_18S
276	rRNA_28S
33496	EC2_RNA_SPIKE_1_(750_bp)
2755	EC15_RNA_SPIKE_4_(1000_bp)
122	EC18_RNA_SPIKE_7_(1474bp)
2531	HPV18
928	HPV18_as
