../DDBJ/1772-064-103_E06.2.fastq.bz2	Input file name.
04-11-2015; 3:38am	Date and Time
20.000000	selected threshold
1849325	total input reads
1588789	successfully extracted
85.9%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
2189	low complexity
258347	match artifacts:
48182	Nextera_501
116	Nextera_502
15	Nextera_503
46	Nextera_504
197036	Nextera_505
18	Nextera_506
15	Nextera_507
19	Nextera_508
42	Nextera_701
1	Nextera_501_Reversed:
1	Nextera_502_Reversed:
2	Nextera_505_Reversed:
1	Nextera_506_Reversed:
1	Nextera_507_Reversed:
2	Nextera_508_Reversed:
113	rRNA_18S
33	rRNA_28S
11003	EC2_RNA_SPIKE_1_(750_bp)
491	EC15_RNA_SPIKE_4_(1000_bp)
8	EC18_RNA_SPIKE_7_(1474bp)
847	HPV18
355	HPV18_as
