../DDBJ/1772-067-038_D11.1.fastq.bz2	Input file name.
04-11-2015; 8:02am	Date and Time
20.000000	selected threshold
1445734	total input reads
1295393	successfully extracted
89.6%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
8968	low complexity
141373	match artifacts:
30043	Nextera_701
13	Nextera_702
4627	Nextera_703
20	Nextera_704
18	Nextera_705
20	Nextera_706
7	Nextera_707
21	Nextera_708
21	Nextera_709
15	Nextera_710
99804	Nextera_711
18	Nextera_712
2	Nextera_701_Reversed:
3	Nextera_703_Reversed:
3	Nextera_704_Reversed:
2	Nextera_705_Reversed:
7	Nextera_706_Reversed:
1	Nextera_707_Reversed:
2	Nextera_708_Reversed:
7	Nextera_709_Reversed:
1	Nextera_710_Reversed:
223	Nextera_711_Reversed:
182	rRNA_18S
5	rRNA_28S
532	EC2_RNA_SPIKE_1_(750_bp)
4404	HPV18
1372	HPV18_as
