 	Label	Cellcoord.X	Cellcoord.Y	area	mean.ch2	std.ch2	min.ch2	max.ch2	BGcoord.ch2.X	BGcoord.ch2.Y	bg.area.ch2	bg.mean.ch2	bg.std.ch2	bg.min.ch2	bg.max.ch2	area.ch3	mean.ch3	std.ch3	min.ch3	max.ch3	bg.area.ch3	bg.mean.ch3	bg.std.ch3	bg.min.ch3	bg.max.ch3
153	1772-064-103_C05	212	203	227.982	27.788	7.600	13	48	112	253	227.982	23.854	4.778	12	36	227.982	19.774	6.832	5	37	227.982	14.672	4.267	5	24
154	1772-064-103_C06	243	202	227.982	32.876	11.134	10	72	143	252	227.982	24.547	4.733	14	40	227.982	57.022	17.526	23	94	227.982	14.657	4.520	4	28
155	1772-064-103_C07	208	208	227.982	32.635	6.106	16	47	108	258	227.982	24.328	4.928	10	36	227.982	50.343	26.648	11	105	227.982	13.912	4.012	5	25
156	1772-064-103_C08	244	205	227.982	62.358	21.254	25	104	144	255	227.982	24.467	5.041	13	39	227.982	79.628	36.666	19	152	227.982	13.409	3.874	3	22
157	1772-064-103_C09	215	209	227.982	28.599	7.728	9	49	115	259	227.982	23.796	4.534	14	34	227.982	46.562	40.324	3	161	227.982	14.686	4.290	5	26
158	1772-064-103_C10	210	204	227.982	59.190	32.768	13	149	110	254	227.982	24.292	4.971	15	37	227.982	97.810	85.818	11	285	227.982	14.328	3.800	5	23
159	1772-064-103_C11	239	201	227.982	35.015	12.303	15	72	139	251	227.982	25.234	4.968	12	37	227.982	61.796	34.446	17	164	227.982	14.277	4.336	3	26
160	1772-064-103_C12	206	203	227.982	63.131	31.214	14	130	106	253	227.982	24.993	4.509	16	38	227.982	15.270	4.334	5	26	227.982	13.781	4.380	3	26
161	1772-064-103_D01	237	208	227.982	78.175	39.287	22	172	137	258	227.982	25.752	4.905	15	37	227.982	16.818	4.568	5	28	227.982	14.635	4.682	3	27
162	1772-064-103_D02	206	211	227.982	62.226	26.241	21	127	106	261	227.982	25.095	4.490	14	37	227.982	66.934	43.684	7	163	227.982	13.628	4.078	4	27
163	1772-064-103_D03	240	208	227.982	65.934	34.020	16	134	140	258	227.982	24.723	3.893	14	33	227.982	41.642	20.770	8	99	227.982	13.832	4.300	5	26
164	1772-064-103_D04	237	203	227.982	25.803	6.759	11	44	137	253	227.982	23.577	4.555	14	36	227.982	14.394	5.148	5	27	227.982	14.219	4.085	5	25
165	1772-064-103_D05	202	205	227.982	56.358	20.093	22	107	102	255	227.982	24.321	4.565	13	37	227.982	68.803	38.004	15	155	227.982	13.518	4.670	3	28
166	1772-064-103_D06	233	204	227.982	36.219	13.607	16	77	133	254	227.982	24.350	4.445	13	34	227.982	80.460	47.482	15	195	227.982	14.511	4.512	5	25
167	1772-064-103_D07	203	211	227.982	136.409	62.657	49	303	103	261	227.982	25.380	5.442	8	42	227.982	109.504	54.034	29	240	227.982	13.774	4.708	3	28
168	1772-064-103_D08	238	211	227.982	28.934	5.177	9	42	138	261	227.982	25.285	5.122	12	37	227.982	50.277	27.313	8	109	227.982	15.438	4.064	4	25
169	1772-064-103_D09	206	210	227.982	28.832	8.020	15	47	106	260	227.982	24.825	4.573	15	39	227.982	44.555	35.934	5	138	227.982	13.562	4.103	4	28
170	1772-064-103_D10	202	205	227.982	37.905	11.733	18	73	102	255	227.982	23.839	4.907	6	39	227.982	68.737	38.249	18	162	227.982	12.993	4.528	4	31
171	1772-064-103_D11	232	205	227.982	46.620	17.762	16	93	132	255	227.982	24.445	4.748	11	37	227.982	27.869	11.369	5	64	227.982	14.993	4.209	4	26
172	1772-064-103_D12	200	205	227.982	28.022	7.697	12	44	100	255	227.982	24.825	4.762	11	35	227.982	29.591	13.547	5	62	227.982	13.774	4.521	2	25
173	1772-064-103_E01	232	211	227.982	31.774	12.953	8	71	132	261	227.982	25.255	4.872	10	37	227.982	50.832	43.783	8	175	227.982	14.460	4.291	4	25
174	1772-064-103_E02	201	213	227.982	81.029	61.899	16	248	101	263	227.982	25.781	5.570	7	45	227.982	81.905	80.390	9	303	227.982	13.526	4.476	1	23
175	1772-064-103_E03	233	211	227.982	37.577	5.995	22	53	133	261	227.982	25.109	4.616	10	36	227.982	16.883	4.939	5	30	227.982	14.730	4.138	4	23
176	1772-064-103_E04	231	198	227.982	89.854	50.319	20	182	131	248	227.982	24.526	4.810	12	35	227.982	16.876	4.786	2	31	227.982	14.416	4.399	3	28
177	1772-064-103_E05	196	208	227.982	48.839	17.604	18	91	96	258	227.982	24.511	4.584	15	37	227.982	15.985	4.782	5	30	227.982	14.131	4.540	3	26
178	1772-064-103_E06	228	206	227.982	30.380	7.951	14	53	128	256	227.982	27.029	5.061	14	39	227.982	27.234	11.415	2	56	227.982	14.847	4.534	0	26
179	1772-064-103_E08	229	213	227.982	97.358	51.759	17	204	129	263	227.982	25.730	4.198	12	37	227.982	15.212	4.312	6	25	227.982	14.701	4.549	6	30
180	1772-064-103_E09	195	216	227.982	78.949	28.866	24	144	95	266	227.982	25.847	5.277	12	38	227.982	116.650	77.403	23	311	227.982	19.307	4.672	3	31
181	1772-064-103_E10	192	211	227.982	31.591	10.451	11	58	92	261	227.982	24.401	4.800	14	39	227.982	49.942	37.138	7	164	227.982	13.891	4.387	4	26
182	1772-064-103_E11	226	208	227.982	52.489	23.509	20	114	126	258	227.982	24.453	4.248	13	39	227.982	63.985	31.255	10	125	227.982	13.511	4.217	4	23
183	1772-064-103_F01	225	216	227.982	26.876	6.882	12	44	125	266	227.982	24.467	4.686	11	43	227.982	34.394	22.741	5	99	227.982	14.088	4.006	3	24
184	1772-064-103_F02	193	216	227.982	31.234	7.710	13	51	93	266	227.982	24.474	4.597	14	37	227.982	44.255	21.849	4	101	227.982	13.562	4.139	4	26
185	1772-064-103_F05	188	211	227.982	35.467	9.023	20	62	88	261	227.982	24.825	5.601	10	42	227.982	51.314	30.697	5	130	227.982	13.533	4.246	4	23
186	1772-064-103_F06	222	211	227.982	66.343	35.451	17	163	122	261	227.982	23.358	4.951	13	37	227.982	93.328	60.957	13	256	227.982	13.964	4.577	4	31
187	1772-067-038_A01	275	165	214.599	25.781	8.190	8	50	175	215	214.599	22.949	4.742	13	34	214.599	27.832	14.545	3	64	214.599	13.599	4.149	0	24
188	1772-067-038_A02	244	167	214.599	216.029	121.723	37	462	144	217	214.599	22.328	4.105	15	35	214.599	71.861	42.405	11	162	214.599	12.197	4.831	0	23
189	1772-067-038_A03	281	170	214.599	28.657	9.057	11	51	181	220	214.599	22.387	5.147	10	40	214.599	34.058	18.651	7	84	214.599	12.650	4.718	3	26
190	1772-067-038_A04	280	159	214.599	35.832	14.471	8	75	180	209	214.599	22.540	4.204	10	32	214.599	31.796	17.694	5	82	214.599	13.080	3.894	2	24
191	1772-067-038_A05	244	156	214.599	22.139	4.634	11	37	144	206	214.599	22.314	4.514	12	37	214.599	12.650	4.335	3	21	214.599	13.007	4.088	3	25
192	1772-067-038_A06	275	154	214.599	21.474	4.546	11	37	175	204	214.599	22.664	4.786	4	35	214.599	13.664	3.793	6	22	214.599	12.810	4.628	1	28
193	1772-067-038_A07	241	163	214.599	25.292	6.471	11	40	141	213	214.599	22.737	3.854	13	32	214.599	21.438	9.812	4	51	214.599	13.526	4.155	6	24
194	1772-067-038_A08	273	162	214.599	32.095	11.362	10	56	173	212	214.599	22.161	5.306	9	34	214.599	69.336	57.242	3	193	214.599	13.745	4.037	4	24
195	1772-067-038_A09	242	166	214.599	97.861	74.532	18	287	142	216	214.599	21.956	4.745	11	33	214.599	56.635	46.573	4	179	214.599	12.650	4.370	1	24
196	1772-067-038_A10	242	155	214.599	27.044	9.232	10	52	142	205	214.599	22.818	4.984	12	39	214.599	21.584	9.305	7	52	214.599	14.190	4.498	3	27
197	1772-067-038_A11	271	153	214.599	27.336	7.496	8	44	171	203	214.599	22.350	4.794	10	39	214.599	46.701	39.142	5	139	214.599	12.372	4.340	2	23
198	1772-067-038_A12	237	154	214.599	82	50.731	14	186	137	204	214.599	23.109	4.283	12	37	214.599	91.204	73.539	6	241	214.599	13.270	4.646	1	24
199	1772-067-038_B01	269	161	214.599	45.109	23.279	14	102	169	211	214.599	21.708	4.494	9	32	214.599	16.416	5.016	3	30	214.599	13.314	4.775	2	24
200	1772-067-038_B02	239	163	214.599	27.883	8.754	8	45	139	213	214.599	23.051	4.455	13	35	214.599	36.117	26.313	7	110	214.599	13.146	4.174	3	25
201	1772-067-038_B03	271	162	214.599	72.036	54.164	12	217	171	212	214.599	22.175	4.629	13	34	214.599	13.985	4.550	4	26	214.599	13.453	4.029	3	24
202	1772-067-038_B04	268	153	214.599	56.255	37.073	11	140	168	203	214.599	21.854	4.723	3	35	214.599	70.416	65.302	3	215	214.599	13.409	4.175	3	26
203	1772-067-038_B05	234	153	214.599	78.270	45.411	14	182	134	203	214.599	22.234	4.762	12	33	214.599	15.066	4.531	5	26	214.599	12.737	4.109	3	27
204	1772-067-038_B06	266	152	214.599	95.380	72.022	15	266	166	202	214.599	22.153	5.478	6	38	214.599	14	4.849	3	25	214.599	13.015	4.155	4	25
205	1772-067-038_B07	233	161	214.599	25.693	5.872	13	42	133	211	214.599	22.095	4.878	12	38	214.599	23.818	10.363	8	46	214.599	13.124	4.066	2	24
206	1772-067-038_B08	266	160	214.599	22.036	4.922	8	35	166	210	214.599	21.482	4.497	10	34	214.599	12.299	4.623	2	27	214.599	13.095	4.116	4	29
207	1772-067-038_B09	236	162	214.599	69.518	43.449	13	164	136	212	214.599	23.051	4.491	12	35	214.599	51.839	34.818	4	131	214.599	13.423	4.529	0	25
208	1772-067-038_B10	232	152	214.599	21.401	4.721	10	32	132	202	214.599	22.956	4.897	9	33	214.599	12.737	4.405	0	23	214.599	13.175	4.460	3	26
209	1772-067-038_B11	264	151	214.599	81.613	54.327	12	199	164	201	214.599	21.708	5.024	9	33	214.599	26.518	12.811	8	61	214.599	13.336	4.361	3	24
210	1772-067-038_B12	230	152	214.599	34.825	12.146	13	66	130	202	214.599	22.650	5.052	10	36	214.599	95.460	82.516	7	276	214.599	12.803	4.167	3	24
211	1772-067-038_C01	262	162	214.599	25.328	6.370	9	45	162	212	214.599	22.891	5.357	9	36	214.599	36.066	26.042	6	96	214.599	12.869	4.316	3	23
212	1772-067-038_C02	230	162	214.599	31.599	9.461	13	52	130	212	214.599	23.153	4.944	11	36	214.599	59.759	36.842	6	142	214.599	12.547	4.863	2	26
213	1772-067-038_C03	264	162	214.599	64.635	32.326	15	125	164	212	214.599	22.175	4.498	12	33	214.599	13.949	4.388	3	24	214.599	13.474	4.187	2	24
214	1772-067-038_C04	259	153	214.599	22.248	4.698	12	33	159	203	214.599	23.022	5.007	10	35	214.599	14.839	4.854	5	28	214.599	13.869	4.422	2	25
215	1772-067-038_C05	227	152	214.599	43.453	19.275	17	87	127	202	214.599	22.569	4.482	12	35	214.599	62.635	43.821	9	153	214.599	13.642	4.225	2	25
216	1772-067-038_C06	260	152	214.599	65.029	40.323	13	173	160	202	214.599	21.964	4.974	8	35	214.599	13.241	5.156	0	25	214.599	13.533	3.854	5	23
217	1772-067-038_C07	226	161	214.599	24.314	5.720	10	40	126	211	214.599	23.161	4.692	11	36	214.599	18.380	6.762	4	36	214.599	13.197	4.431	0	26
218	1772-067-038_C08	260	161	214.599	21.022	4.862	9	34	160	211	214.599	21.599	4.309	9	32	214.599	11.803	4.211	2	22	214.599	12.628	4.560	0	26
219	1772-067-038_C09	227	161	214.599	43.307	23.204	14	114	127	211	214.599	22.307	4.821	11	36	214.599	107.620	97.738	11	345	214.599	13.022	3.986	4	23
220	1772-067-038_C10	225	152	214.599	24.628	5.941	11	41	125	202	214.599	22.620	4.647	13	35	214.599	13.387	5.127	2	24	214.599	13.350	4.511	0	28
221	1772-067-038_C11	256	153	214.599	32.285	8.536	13	55	156	203	214.599	22.372	4.611	11	38	214.599	52.993	35.078	9	125	214.599	13.182	4.185	5	23
222	1772-067-038_C12	222	153	214.599	87.635	67.230	15	269	122	203	214.599	22.204	5.226	4	36	214.599	74.810	57.182	10	214	214.599	12.978	4.266	4	24
223	1772-067-038_D01	253	161	214.599	68.839	42.780	20	177	153	211	214.599	22.730	4.658	11	34	214.599	70.423	48.405	9	180	214.599	12.949	4.161	0	24
224	1772-067-038_D02	222	160	214.599	54.526	25.876	17	118	122	210	214.599	21.584	4.611	7	31	214.599	16.234	5.174	2	29	214.599	13.204	4.730	0	25
225	1772-067-038_D03	256	162	214.599	36.102	14.610	15	78	156	212	214.599	21.577	4.899	9	35	214.599	56.102	44.304	11	170	214.599	12.905	3.759	3	23
226	1772-067-038_D04	253	153	214.599	89.934	57.489	18	216	153	203	214.599	22.139	4.859	10	34	214.599	45.423	26.315	7	100	214.599	13.102	4.390	0	24
227	1772-067-038_D05	220	152	214.599	23.635	5.654	10	37	120	202	214.599	22.241	4.809	11	35	214.599	17.182	5.094	5	32	214.599	13.168	4.282	3	24
228	1772-067-038_D06	250	153	214.599	33.672	12.648	13	78	150	203	214.599	21.591	4.824	7	34	214.599	120.007	105.836	18	398	214.599	14.182	4.581	5	27
229	1772-067-038_D07	215	161	214.599	65.942	33.564	21	150	115	211	214.599	22.321	4.760	10	33	214.599	27.022	11.051	4	65	214.599	12.555	4.132	0	23
230	1772-067-038_D08	249	162	214.599	26	6.408	10	45	149	212	214.599	22.445	5.294	11	40	214.599	27.518	17.451	5	80	214.599	13.328	4.315	5	22
231	1772-067-038_D09	219	164	214.599	106.416	76.274	20	276	119	214	214.599	21.263	4.931	10	36	214.599	90.591	65.889	10	237	214.599	13.737	4.620	3	25
232	1772-067-038_D10	216	155	214.599	28.015	7.332	11	52	116	205	214.599	23.044	4.547	12	33	214.599	48.394	28.866	9	116	214.599	14.007	4.010	3	25
233	1772-067-038_D11	247	154	214.599	26.883	6.029	11	46	147	204	214.599	22.328	4.503	7	34	214.599	51.934	27.993	16	122	214.599	13.073	4.508	0	26
234	1772-067-038_D12	212	153	214.599	57.934	24.020	21	113	112	203	214.599	23.212	4.583	10	34	214.599	80.810	51.443	11	212	214.599	12.927	4.085	2	27
235	1772-067-038_E01	244	164	214.599	26.971	7.752	7	44	144	214	214.599	21.642	5.189	9	34	214.599	34.139	24.231	3	91	214.599	13.022	4.217	4	27
236	1772-067-038_E02	213	164	214.599	76.898	69.104	14	258	113	214	214.599	21.971	4.954	7	32	214.599	40.730	35.633	4	137	214.599	12.891	4.174	2	23
237	1772-067-038_E03	242	164	214.599	56.686	36.635	8	140	142	214	214.599	21.657	4.690	11	33	214.599	13.854	4.443	4	25	214.599	12.883	4.253	1	23
238	1772-067-038_E04	238	156	214.599	25.248	6.265	4	41	138	206	214.599	22.620	4.756	12	38	214.599	18.394	8.217	2	42	214.599	13.146	4.079	0	23
239	1772-067-038_E05	209	157	214.599	24.540	7.049	10	41	109	207	214.599	22.635	4.794	10	40	214.599	21.657	11.068	3	48	214.599	13.745	4.263	1	26
240	1772-067-038_E06	242	157	214.599	23.839	6.026	7	40	142	207	214.599	23.182	4.390	14	35	214.599	22.562	14.052	1	60	214.599	13.577	4.473	1	26
241	1772-067-038_E07	209	164	214.599	128.190	128.649	15	488	109	214	214.599	23.350	5.248	9	36	214.599	114.255	124.920	8	430	214.599	13.372	4.554	0	28
242	1772-067-038_E08	238	162	214.599	27.007	7.661	12	49	138	212	214.599	21.263	4.963	8	33	214.599	54.204	50.653	6	200	214.599	13.759	4.233	0	26
243	1772-067-038_E09	206	164	214.599	26.869	7.399	10	48	106	214	214.599	21.956	5.362	10	39	214.599	27.131	14.548	5	63	214.599	13.299	4.088	3	25
244	1772-067-038_E10	201	156	214.599	21.365	4.497	11	33	101	206	214.599	22.285	4.921	9	36	214.599	11.453	4.150	2	19	214.599	13.277	4.232	4	24
245	1772-067-038_E11	238	155	214.599	107.788	69.697	12	262	138	205	214.599	21.693	4.242	13	33	214.599	96.380	67.824	8	230	214.599	13.182	3.726	4	22
246	1772-067-038_E12	205	156	214.599	34.606	11.993	12	61	105	206	214.599	22.978	4.642	7	36	214.599	72.876	60.547	7	210	214.599	13.022	4.128	2	23
247	1772-067-038_F01	238	162	214.599	27.650	5.463	15	44	138	212	214.599	21.635	4.967	11	38	214.599	62.263	36.889	5	135	214.599	13.365	4.768	3	26
248	1772-067-038_F02	204	163	214.599	26.445	6.614	12	44	104	213	214.599	22.993	4.655	11	35	214.599	38.460	27.524	4	112	214.599	12.569	4.498	1	24
249	1772-067-038_F03	233	163	214.599	27.620	6.598	11	45	133	213	214.599	21.599	5.325	10	34	214.599	46.080	37.455	3	134	214.599	12.168	4.300	1	22
250	1772-067-038_F04	228	157	214.599	33.723	14.121	7	74	128	207	214.599	21.891	4.679	9	34	214.599	48.117	43.617	4	187	214.599	12.825	4.123	2	22
251	1772-067-038_F05	199	156	214.599	27.599	6.602	8	48	99	206	214.599	22.679	4.723	11	38	214.599	41.467	27.165	4	102	214.599	13.723	4.294	3	23
252	1772-067-038_F06	234	155	214.599	32.511	9.788	8	55	134	205	214.599	21.847	4.419	9	35	214.599	48.562	31.451	6	114	214.599	12.672	3.909	3	22
253	1772-067-038_F07	200	164	214.599	26.599	7.375	9	47	100	214	214.599	22.759	4.855	12	34	214.599	23.759	14.737	5	65	214.599	13.526	4.441	4	24
254	1772-067-038_F08	229	162	214.599	29	7.678	10	46	129	212	214.599	22.029	4.574	6	34	214.599	71.204	60.694	7	207	214.599	12.715	4.049	2	22
255	1772-067-038_F09	196	165	214.599	24.080	5.696	5	43	96	215	214.599	21.912	4.789	10	35	214.599	13.015	4.000	4	22	214.599	12.993	4.174	2	26
256	1772-067-038_F10	191	158	214.599	54.766	37.575	12	151	91	208	214.599	22.562	4.527	11	35	214.599	82.058	83.020	10	291	214.599	12.883	3.922	3	22
257	1772-067-038_F11	227	156	214.599	54.460	26.780	15	116	127	206	214.599	22.394	4.106	11	35	214.599	76.095	56.216	6	205	214.599	13.336	4.059	3	24
258	1772-067-038_F12	194	157	214.599	21.314	5.363	5	34	94	207	214.599	22.891	4.513	11	34	214.599	13.124	4.030	3	24	214.599	13.752	4.160	3	26
259	1772-067-038_G01	226	163	214.599	50.562	21.268	17	100	126	213	214.599	21.715	4.763	6	34	214.599	13.693	4.778	1	27	214.599	13.044	4.171	2	26
260	1772-067-038_G02	192	162	214.599	30.533	9.790	8	65	92	212	214.599	22.511	4.711	12	34	214.599	41.635	35.507	5	148	214.599	12.577	4.311	2	23
261	1772-067-038_G03	226	155	214.599	104.124	74.801	17	258	126	205	214.599	22.015	4.526	5	36	214.599	15.431	4.321	4	27	214.599	12.467	4.544	4	28
262	1772-067-038_G04	219	156	214.599	92.628	79.173	15	298	119	206	214.599	22.066	4.383	11	33	214.599	46.022	35.941	7	133	214.599	13.920	4.109	4	24
263	1772-067-038_G05	188	155	214.599	31.277	11.443	10	67	88	205	214.599	22.803	4.678	11	33	214.599	23.380	11.636	3	54	214.599	13.518	3.998	0	22
264	1772-067-038_G06	221	157	214.599	26.533	5.880	12	42	121	207	214.599	22.599	4.037	14	34	214.599	27.058	14.934	5	67	214.599	12.394	4.222	3	24
265	1772-067-038_G07	187	163	214.599	23.321	4.516	11	34	87	213	214.599	23.642	4.740	14	36	214.599	12.781	4.432	0	23	214.599	12.489	4.659	1	26
266	1772-067-038_G08	217	164	214.599	27.416	6.373	12	43	117	214	214.599	22.737	4.556	13	37	214.599	55.219	43.246	6	167	214.599	13.620	4.512	0	26
267	1772-067-038_G09	184	165	214.599	76.182	67.174	11	258	84	215	214.599	22.161	4.689	10	35	214.599	78.088	76.170	1	279	214.599	13.409	4.356	2	24
268	1772-067-038_G10	180	157	214.599	22.387	4.739	12	35	80	207	214.599	21.759	4.333	7	33	214.599	12.292	4.439	2	23	214.599	13.453	4.352	3	24
269	1772-067-038_G11	215	157	214.599	29.533	7.292	13	49	115	207	214.599	21.985	5.096	10	34	214.599	28.584	15.523	4	70	214.599	13.270	4.307	1	24
270	1772-067-038_G12	184	156	214.599	21.752	4.859	9	38	84	206	214.599	22.401	4.520	13	32	214.599	12.942	4.220	3	26	214.599	12.854	4.512	1	22
271	1772-067-038_H01	213	163	214.599	49.168	40.056	12	201	113	213	214.599	21.752	4.313	10	32	214.599	70.905	59.298	3	234	214.599	13.431	4.503	4	25
272	1772-067-038_H02	180	163	214.599	42.146	25.911	14	120	80	213	214.599	23.328	5.192	11	36	214.599	52.504	51.438	5	208	214.599	13.423	4.470	2	27
273	1772-067-038_H03	210	163	214.599	27.489	5.958	10	44	110	213	214.599	21.737	4.725	8	31	214.599	42.270	23.383	7	99	214.599	12.993	4.650	1	27
274	1772-067-038_H04	209	155	214.599	108.277	68.216	20	234	109	205	214.599	23.321	4.695	11	33	214.599	100.540	70.153	10	225	214.599	12.985	4.832	0	26
275	1772-067-038_H05	176	156	214.599	103.839	64.088	19	244	76	206	214.599	23.204	4.325	11	34	214.599	60.445	35.745	9	135	214.599	13.547	4.594	3	28
276	1772-067-038_H06	212	156	214.599	44.409	20.627	16	84	112	206	214.599	22.474	4.776	10	36	214.599	56.204	37.672	8	138	214.599	13.153	4.328	3	26
277	1772-067-038_H07	175	164	214.599	28.314	8.616	10	55	75	214	214.599	23.438	4.838	8	37	214.599	15.752	6.249	4	33	214.599	14.380	3.841	5	24
278	1772-067-038_H08	206	164	214.599	22.161	5.111	7	35	106	214	214.599	22.380	4.507	11	34	214.599	12.635	4.265	4	26	214.599	12.672	3.933	4	22
279	1772-067-038_H09	173	163	214.599	23.036	4.747	9	36	73	213	214.599	23.204	4.670	11	33	214.599	13.036	4.476	2	26	214.599	13.825	4.352	1	24
280	1772-067-038_H10	171	154	214.599	21.803	5.514	9	37	71	204	214.599	21.839	4.510	6	36	214.599	12.971	4.634	0	26	214.599	13.905	4.523	2	27
281	1772-067-038_H11	204	156	214.599	60.394	35.434	15	140	104	206	214.599	22.540	4.597	9	38	214.599	78.657	63.343	9	224	214.599	12.423	4.042	0	21
282	1772-067-038_H12	173	156	214.599	118.270	104.500	25	363	73	206	214.599	22.810	5.088	11	36	214.599	94.956	87.367	9	298	214.599	14.234	4.278	2	24
283	1772-067-039_A01	272	183	214.599	27.942	8.035	10	47	172	233	214.599	21.883	4.770	9	34	214.599	27.292	14.978	4	73	214.599	13.277	4.146	3	26
284	1772-067-039_A02	243	188	214.599	24.387	5.749	10	39	143	238	214.599	22.803	4.826	5	33	214.599	13.708	5.406	3	32	214.599	13.321	4.574	1	25
285	1772-067-039_A03	277	189	214.599	107.343	57.133	21	235	177	239	214.599	22.314	4.392	12	33	214.599	73.153	51.075	13	190	214.599	13.599	4.609	3	25
286	1772-067-039_A04	273	185	214.599	35.175	14.594	13	79	173	235	214.599	22.533	4.826	11	37	214.599	75.628	76.160	5	253	214.599	12.803	4.202	0	25
287	1772-067-039_A05	240	184	214.599	25.489	6.773	13	43	140	234	214.599	21.788	4.631	7	32	214.599	33.117	23.456	3	97	214.599	13.657	3.872	3	26
288	1772-067-039_A06	268	180	214.599	21.036	4.509	9	34	168	230	214.599	22.401	4.693	11	34	214.599	12.964	4.236	2	23	214.599	12.299	4.373	0	24
289	1772-067-039_A07	234	182	214.599	31.788	9.374	8	61	134	232	214.599	22.146	4.747	11	34	214.599	77.365	65.850	4	246	214.599	12.759	4.595	2	24
290	1772-067-039_A08	269	182	214.599	20.934	4.854	10	33	169	232	214.599	21.825	4.503	10	35	214.599	12.139	4.184	1	25	214.599	12.752	3.890	3	22
291	1772-067-039_A09	238	183	214.599	36.226	13.642	12	74	138	233	214.599	22.927	4.677	8	34	214.599	53.934	41.790	0	152	214.599	13.730	4.283	2	25
292	1772-067-039_A10	234	180	214.599	67.299	46.053	14	169	134	230	214.599	23.613	4.756	8	33	214.599	83.672	74.451	7	258	214.599	12.153	4.298	0	26
293	1772-067-039_A11	264	179	214.599	120.693	83.773	19	286	164	229	214.599	21.292	4.731	8	36	214.599	14.051	4.396	4	34	214.599	13.131	4.301	2	27
294	1772-067-039_A12	231	177	214.599	21.380	4.631	11	35	131	227	214.599	22.620	5.328	8	39	214.599	13.168	4.506	3	23	214.599	12.781	4.151	2	25
295	1772-067-039_B01	262	180	214.599	20.664	4.562	9	31	162	230	214.599	22.518	4.836	13	33	214.599	11.978	4.622	1	28	214.599	12.679	4.407	4	23
296	1772-067-039_B02	232	179	214.599	76.847	56.136	14	208	132	229	214.599	22.657	4.612	11	34	214.599	98.818	84.758	12	323	214.599	12.920	3.846	3	21
297	1772-067-039_B03	265	181	214.599	108.788	72.573	19	254	165	231	214.599	21.642	4.782	9	36	214.599	92.336	61.495	9	210	214.599	12.146	3.891	2	22
298	1772-067-039_B04	259	176	214.599	27.197	7.769	14	47	159	226	214.599	22.569	4.297	10	32	214.599	29.672	22.691	7	105	214.599	12.664	4.276	2	24
299	1772-067-039_B05	225	173	214.599	39.577	16.942	10	81	125	223	214.599	22.606	4.813	8	37	214.599	24.336	10.573	9	52	214.599	13.526	4.046	1	23
300	1772-067-039_B06	259	176	214.599	21.701	4.749	10	33	159	226	214.599	22.226	5.146	11	33	214.599	12.854	3.917	3	24	214.599	13.672	4.227	1	23
301	1772-067-039_B07	225	180	214.599	28.270	7.029	13	48	125	230	214.599	23.044	5.016	9	40	214.599	51.584	30.939	7	123	214.599	12.715	4.434	0	26
302	1772-067-039_B08	258	178	214.599	24.080	5.978	9	43	158	228	214.599	21.912	5.118	8	31	214.599	18.255	6.901	5	38	214.599	12.803	4.073	3	24
303	1772-067-039_B09	229	177	214.599	26.168	6.368	12	47	129	227	214.599	21.292	5.328	10	35	214.599	22.270	8.532	6	46	214.599	13.380	4.141	3	23
304	1772-067-039_B10	224	172	214.599	23.066	5.181	10	39	124	222	214.599	21.949	4.578	9	33	214.599	13.708	4.332	2	26	214.599	12.650	4.473	4	24
305	1772-067-039_B11	257	174	214.599	21.482	5.645	6	32	157	224	214.599	22.409	5.094	9	35	214.599	12.774	4.139	4	22	214.599	13.015	4.253	4	25
306	1772-067-039_B12	222	177	214.599	31.453	10.054	14	61	122	227	214.599	21.745	4.384	14	32	214.599	37.153	22.362	6	95	214.599	13.080	4.232	4	24
307	1772-067-039_C01	255	178	214.599	20.613	4.856	6	32	155	228	214.599	22.234	4.889	11	37	214.599	13.321	4.051	4	25	214.599	13.029	4.511	2	24
308	1772-067-039_C02	223	174	214.599	23.526	4.944	11	37	123	224	214.599	21.934	4.552	10	32	214.599	13.971	4.461	0	23	214.599	13.219	4.896	0	27
309	1772-067-039_C03	257	180	214.599	21.080	4.864	11	33	157	230	214.599	22.190	4.862	8	37	214.599	13.204	4.093	3	25	214.599	13.219	4.369	0	24
310	1772-067-039_C04	250	175	214.599	32.044	9.577	10	57	150	225	214.599	22.942	5.004	12	37	214.599	22.146	9.075	5	50	214.599	12.818	4.236	3	24
311	1772-067-039_C05	217	170	214.599	22.029	5.178	11	39	117	220	214.599	21.701	4.593	11	35	214.599	13.766	4.041	4	23	214.599	13.606	4.358	2	25
312	1772-067-039_C06	247	174	214.599	24.591	5.288	14	39	147	224	214.599	22.518	4.508	10	33	214.599	15.971	5.287	3	30	214.599	13.321	4.143	1	24
313	1772-067-039_C07	215	179	214.599	68.161	18.204	29	107	115	229	214.599	32.854	5.238	22	45	214.599	18.007	4.801	5	28	214.599	20.270	4.609	8	31
314	1772-067-039_C08	249	176	214.599	27.825	6.699	12	47	149	226	214.599	22.796	4.525	10	35	214.599	68.051	41.094	7	169	214.599	12.723	4.548	0	24
315	1772-067-039_C09	219	180	214.599	70.350	33.944	24	148	119	230	214.599	21.613	4.750	8	33	214.599	89.445	49.192	20	208	214.599	14.029	3.980	5	24
316	1772-067-039_C10	213	175	214.599	60.949	36.359	11	159	113	225	214.599	22.993	5.167	8	34	214.599	67.453	47.176	8	178	214.599	13.387	3.730	3	22
