../DDBJ/1772-067-038_H10.1.fastq.bz2	Input file name.
04-11-2015;10:06am	Date and Time
20.000000	selected threshold
38867	total input reads
21696	successfully extracted
55.8%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
10547	low complexity
6624	match artifacts:
735	Nextera_701
235	Nextera_702
11	Nextera_703
8	Nextera_704
10	Nextera_705
9	Nextera_706
3	Nextera_707
4	Nextera_709
3818	Nextera_710
2	Nextera_711
10	Nextera_712
2	Nextera_701_Reversed:
8	Nextera_702_Reversed:
1	Nextera_704_Reversed:
3	Nextera_705_Reversed:
2	Nextera_706_Reversed:
3	Nextera_708_Reversed:
4	Nextera_709_Reversed:
406	Nextera_710_Reversed:
2	Nextera_711_Reversed:
3	Nextera_712_Reversed:
185	rRNA_18S
33	rRNA_28S
1125	EC2_RNA_SPIKE_1_(750_bp)
1	EC15_RNA_SPIKE_4_(1000_bp)
1	HPV18
