"Run","Well","cell_id","low.complexity","SPIKE_1","SPIKE_4","SPIKE_7","SPIKE_3","SPIKE_6","rRNA_18S","rRNA_28S","rRNA_5.8S","Nextera","HPV","HPV_as"
"1772-062-249","B06","1772-062-249_B06",1675.86959832464,6721.47085831127,547.163712796562,60.403275399738,0,0,1993.30808819135,99.9224396240346,0.321294018083713,81558.88002046,1498.19400632435,444.670921027858
"1772-062-249","B07","1772-062-249_B07",1980.59708284487,8963.61032077438,908.315401778781,173.356418629748,0,0,3016.04052495213,136.879338876405,0.361159205478641,83143.5441708543,3074.18715703419,994.993611093655
"1772-062-249","B08","1772-062-249_B08",1770.13538825127,7985.25122880237,738.931350488378,106.06670102704,0,0,2300.8617330199,118.244729663478,0.392839633433481,76974.1762938566,3514.73620032936,1140.02061622396
"1772-062-249","B09","1772-062-249_B09",1798.91718547405,6186.59249948037,407.292666752447,42.5603515682995,0,0,1393.10918214841,81.6564884740629,1.48466342680114,88000.4552967842,2424.45537596627,787.861391822474
"1772-062-249","B10","1772-062-249_B10",6331.84592058619,599043.343603136,45739.2908980052,4189.75573697075,0,0,10.791386315443,5.39569315772151,0,151114.480421727,5.39569315772151,2.69784657886075
"1772-062-249","B11","1772-062-249_B11",4355.84643667124,537793.838009261,29053.7168415533,1039.21209402816,0,0,15.7934968697289,9.47609812183735,0,180333.305957939,268.489446785392,148.458870575452
"1772-062-249","B12","1772-062-249_B12",809.214982902024,7432.78947258155,541.222534411278,158.293042322438,0,0,2036.56802061534,57.3230318704418,0.290979857210364,108908.813896267,2747.43181178026,838.31296862306
"1772-062-249","C01","1772-062-249_C01",2704.19275503187,22031.2385590464,1521.15329118995,282.479386542352,0,0,3340.9379033497,183.773120596803,3.94825063782194,71899.0798422423,3803.96002360336,1237.95604089526
"1772-062-249","C02","1772-062-249_C02",3706.97215220593,7857.94260563574,646.417402527205,47.9849095732652,0,0,1778.75095831931,89.9027616142785,0,62997.0161107955,4431.70975196766,1437.34108445896
"1772-062-249","C03","1772-062-249_C03",2991.63159362481,11890.5736208907,1118.50821234425,139.435652146969,0,0,2891.49487866831,122.80917872023,1.13362318818674,54327.3797962652,522.978164150149,180.623961317754
"1772-062-249","C04","1772-062-249_C04",2807.41455677016,11584.8352912452,1030.30024956617,147.888027870134,0,0,3358.41011767135,126.585597262802,0,58825.0234736399,1031.1195738203,318.717134855856
"1772-062-249","C05","1772-062-249_C05",1827.58734472632,5029.80234759106,463.458752171057,44.6210287284432,0,0,1159.77178031155,43.1211622165627,0,88411.5063759325,2212.30310502365,718.061092562762
"1772-062-249","C06","1772-062-249_C06",2152.21618017189,4493.33451718058,423.104591092516,27.1801664513393,0,0,970.331942312815,43.488266322143,0.453002774188989,92397.6168430056,2200.68747701011,671.350111348082
"1772-062-249","C07","1772-062-249_C07",1848.23907302986,9781.74632179494,669.45923641114,132.562895944439,0,0,2605.74133556952,115.951004222078,0,81033.1400595104,1176.12193394314,402.340017515579
"1772-062-249","C08","1772-062-249_C08",2192.27942406066,11334.5944548178,872.425244291304,98.2956913857898,0,0,3573.7213606734,197.4071146503,8.15731878720247,80091.8187802687,4887.45755135236,1594.34795695872
"1772-062-249","C09","1772-062-249_C09",1916.66288712665,23126.4238690163,1180.08868545272,106.408588045257,0,0,595.713652745167,75.4454333271698,0.436100770677282,157888.103519857,1861.27808925064,712.152558516001
"1772-062-249","C10","1772-062-249_C10",1553.34250854377,8940.80442884315,767.006355637342,103.607713362302,0,0,2074.86043886372,89.6902593285602,0,76603.213385498,1264.941933289,385.822753490961
