"cell_id","Run","Well","Row","Column","Concentration","Error","fluo_QC","ch2_corrected","ch3_corrected","low.complexity","SPIKE_1","SPIKE_4","SPIKE_7","SPIKE_3","SPIKE_6","rRNA_18S","rRNA_28S","rRNA_5.8S","Nextera","HPV","HPV_as","Control","Reads","HiSeq_QC","Discard"
"1772-062-248_C05","1772-062-248","C05","C","5",3.756,"3",TRUE,NA,NA,4629.76397755852,5323.80537821629,473.677210292126,58.6428709615013,0,0,1317.04633391372,60.15428516154,3.62739408009286,111088.641420004,3527.3384600503,1239.66192687174,NA,3308160,TRUE,TRUE
"1772-062-248_C06","1772-062-248","C06","C","6",3.064,"0",FALSE,91.9351052507661,116.997897025339,3726.67860033376,6659.03896192914,604.240757779073,150.269298400555,0,0,2096.91578855792,92.0069914768308,0.263630348071149,107936.85525903,776.655005417604,271.802888861354,NA,3793190,TRUE,FALSE
"1772-062-248_C07","1772-062-248","C07","C","7",3.155,"0",FALSE,40.4286718948284,21.2853295724213,3187.50871904398,6677.11214341282,519.791547206456,11.4185344658534,0,0,1397.77755602653,73.9722450179196,0.248229010127247,114415.701179932,1037.34903332177,378.052782423797,NA,4028538,TRUE,FALSE
"1772-062-248_C08","1772-062-248","C08","C","8",0.116,"3",TRUE,NA,NA,9842.27572417668,503236.693821571,25629.1620536378,5959.06935241337,0,0,30.9830295619413,4.13107060825884,0,204686.286498009,51.6383826032355,18.5898177371648,NA,484136,TRUE,TRUE
"1772-062-248_C09","1772-062-248","C09","C","9",4.217,"0",FALSE,18.4815749546375,100.216977019443,3737.53316365787,4011.46316487444,384.71051641445,74.1222356233076,0,0,1402.2799032866,74.927912097474,1.61135294833277,118183.876318993,1106.59663726753,382.696325229034,NA,2482386,TRUE,FALSE
"1772-062-248_C10","1772-062-248","C10","C","10",2.505,"3",TRUE,NA,NA,2678.27947286106,8653.83884189634,898.082923750402,22.0528406340065,0,0,1256.50495428471,63.8771935605705,2.53480926827661,108766.130892481,1413.40964799104,454.744782728824,NA,3945070,TRUE,TRUE
"1772-062-248_C11","1772-062-248","C11","C","11",0.138,"1",TRUE,NA,NA,8111.04110935557,524120.369301408,34588.1972642141,2656.95144920127,0,0,19.7910722473092,6.59702408243641,0,197575.923500909,4.94776806182731,0,NA,606334,TRUE,TRUE
"1772-062-248_C12","1772-062-248","C12","C","12",3.847,"0",FALSE,42.3825826879499,71.8919697474689,1537.34855436148,4911.8820331576,521.297492023473,61.2552039437043,0,0,1016.67932083999,52.616649541387,0.628258501986711,141445.805008037,4040.64455552753,1526.51109520221,NA,6366806,TRUE,FALSE
"1772-062-248_D01","1772-062-248","D01","D","1",4.76,"0",FALSE,11.3987270871074,27.4822628823415,1955.3773544612,4793.54418485457,450.070473668475,24.0251142527656,0,0,1526.12864647845,58.1941656344766,0.266945713919617,119768.664844317,450.871310810234,181.25613975142,NA,3746080,TRUE,FALSE
"1772-062-248_D02","1772-062-248","D02","D","2",4.299,"0",FALSE,17.7067460373401,58.9390427301603,2165.78205560429,4495.13037349003,369.495009758081,27.3591050218961,0,0,1363.24830829534,77.664556191189,2.64765532469962,120908.416425583,2201.67249445022,803.710483008819,NA,3399234,TRUE,FALSE
"1772-062-248_D03","1772-062-248","D03","D","3",3.198,"0",FALSE,36.860941995277,44.232270785837,1639.56967025275,6657.12044992218,580.319238080423,35.6478510827225,0,0,1731.69853214186,79.6289660549125,0.231479552485211,122670.96848267,3187.01047861638,1209.24918218274,NA,4320036,TRUE,FALSE
"1772-062-248_D04","1772-062-248","D04","D","4",3.174,"0",FALSE,17.0114717468455,89.6519139872714,1998.50712609761,5974.77185075411,478.331213787297,49.4166379540529,0,0,1712.10904204346,102.10951709843,0.546040198387325,113282.045597633,1565.49724877646,564.605565132494,NA,3662734,TRUE,FALSE
"1772-062-248_D05","1772-062-248","D05","D","5",3.756,"0",FALSE,82.6103860388541,51.751572134897,1869.60831224001,5284.53462895262,500.650267117878,3.61393359324744,0,0,1195.00737483382,73.4833163960312,0.481857812432992,119780.455943499,2476.26729809314,909.506620967272,NA,4150602,TRUE,FALSE
"1772-062-248_D06","1772-062-248","D06","D","6",2.657,"3",TRUE,NA,NA,2442.51482186858,7944.96220429918,767.288849538115,67.8903322629718,0,0,1348.07142780286,91.7159960382789,2.04951946454254,114374.202288596,974.54650538998,370.963023082201,NA,3903354,TRUE,TRUE
"1772-062-248_D07","1772-062-248","D07","D","7",0.108,"1",TRUE,NA,NA,6768.50890557795,513356.681543004,34245.3517062845,4636.49601574824,0,0,32.0223279895371,11.7976997856189,0,205155.257729179,18.5392425202583,15.1684711529386,NA,593336,TRUE,TRUE
"1772-062-248_D08","1772-062-248","D08","D","8",3.17,"3",TRUE,NA,NA,2184.54908596101,6418.94389276298,645.590518197275,37.7826511922069,0,0,1241.89931744819,68.7206191974198,0.547574654959521,116259.955591695,2585.92130804634,959.35079548908,NA,3652470,TRUE,TRUE
"1772-062-248_D09","1772-062-248","D09","D","9",4.209,"0",FALSE,81.4970060303316,142.541454455315,2217.56508122657,4558.32822252128,433.886064010481,6.73213442995315,0,0,1708.27911160061,81.1222198809355,0.336606721497658,121210.397377699,1727.80230144748,641.909017896033,NA,2970826,TRUE,FALSE
"1772-062-248_D10","1772-062-248","D10","D","10",3.512,"0",FALSE,92.02045145351,91.4181099348988,2502.68089323231,6115.6431584653,579.035939077279,54.2653489231103,0,0,1182.73794584688,83.2479784615897,0.924977538462108,113182.409887147,3022.51826984801,1110.58969784684,NA,3243322,TRUE,FALSE
"1772-062-248_D11","1772-062-248","D11","D","11",0.116,"1",TRUE,NA,NA,7291.66207586502,521760.399818425,37150.2360039312,1732.01764630701,0,0,141.029426671309,92.5505612530465,0,196341.608528755,22.035847917392,15.4250935421744,NA,453806,TRUE,TRUE
"1772-062-248_D12","1772-062-248","D12","D","12",2.908,"0",FALSE,15.0938737632881,11.2083273171997,1025.43886871262,6413.31242084427,495.860836890973,61.5632365152189,0,0,958.843215043572,46.29823781526,10.2325815461263,147245.841965327,1991.32746777156,796.128393736318,NA,5961350,TRUE,FALSE
"1772-062-248_E01","1772-062-248","E01","E","1",4.742,"4",TRUE,NA,NA,4345.61488224438,4502.19208077949,377.100046853635,30.7775791013664,0,0,1330.30856465324,71.7147474206596,0,105008.318910701,1317.45967240703,460.169629282566,NA,3346592,TRUE,TRUE
"1772-062-248_E02","1772-062-248","E02","E","2",3.243,"0",FALSE,16.2673045086283,44.7189009979805,2758.05657715314,7419.47019418403,578.534222405819,33.6536337189886,0,0,2080.87353529624,114.062697490312,0.513795934641047,108854.604998823,2681.50098289162,998.048603040233,NA,3892596,TRUE,FALSE
"1772-062-248_E03","1772-062-248","E03","E","3",2.339,"0",FALSE,11.5188877213406,23.5282143695056,2875.80252167695,10003.6040388239,900.051185019468,118.616969271735,0,0,1689.6328289596,64.70016505731,1.917041927624,105507.038419437,2836.98242264257,1064.91679079513,NA,4173096,TRUE,FALSE
"1772-062-248_E04","1772-062-248","E04","E","4",0.12,"1",TRUE,NA,NA,7330.39191655092,533963.831467713,32378.7346460767,3674.04744396329,0,0,57.1942152136612,35.4059427513141,0,183336.056867391,5.44706811558679,5.44706811558679,NA,734340,TRUE,TRUE
"1772-062-248_E05","1772-062-248","E05","E","5",2.254,"4",TRUE,NA,NA,3762.12578348979,8993.93935548414,651.696419979082,42.5651617106013,0,0,2272.08074373235,104.694435014895,0,106858.648764976,1162.4783605063,385.730254259424,NA,3782436,TRUE,TRUE
"1772-062-248_E06","1772-062-248","E06","E","6",3.498,"0",FALSE,16.4554180532556,51.6371193438853,3454.12407485121,5495.11102328392,489.684859020163,35.0162676350339,0,0,1180.78111792556,63.7893247614958,1.35721967577651,100962.214461339,2704.39592595227,933.495692999081,NA,3684002,TRUE,FALSE
"1772-062-248_E07","1772-062-248","E07","E","7",3.248,NA,NA,NA,NA,4541.58424496324,7050.98112853253,782.830817245588,34.6413967929189,0,0,1504.14887383085,100.039173915999,3.23751371896438,104866.306870975,3401.97941588777,1168.41870117425,NA,3088790,TRUE,TRUE
"1772-062-248_E08","1772-062-248","E08","E","8",3.178,"0",FALSE,14.507158390618,98.6969780826967,3204.16431718982,6830.97341436418,557.609172357622,28.4547751811708,0,0,1160.64156381179,72.5727293611511,0.261052983313493,103941.116889084,1820.5835056283,656.809306016749,NA,3830640,TRUE,FALSE
"1772-062-248_E09","1772-062-248","E09","E","9",3.168,"0",FALSE,16.5341439860291,25.1026856374617,2939.63554428066,6491.48999309325,551.489415342436,23.9635281666654,0,0,1697.79955723278,85.3495523744245,0.656535018264804,110225.335948969,1643.63541822594,600.073006694031,NA,3046296,TRUE,FALSE
"1772-062-248_E10","1772-062-248","E10","E","10",4.259,"0",FALSE,17.1382619333123,47.4657679822626,3156.79346989927,4484.12931524017,396.941952484454,54.8277820204038,0,0,1145.22928363027,59.3035193281918,0,103102.525155042,1760.36342986939,625.484288763382,NA,3574830,TRUE,FALSE
"1772-062-248_E11","1772-062-248","E11","E","11",3.808,"0",FALSE,83.8944584528644,83.5455693963133,2770.78754980052,5470.94763871187,496.256977666804,65.0332065613144,0,0,1225.14169780025,72.2591184014605,2.09784537294563,104578.990404921,1119.78324129231,403.951781257197,NA,4290116,TRUE,FALSE
"1772-062-248_E12","1772-062-248","E12","E","12",3.854,NA,NA,NA,NA,2673.88730648757,4775.8062802264,368.147311584275,47.7227996498134,0,0,1319.07698933548,83.2210397834184,0.235087683004007,114449.382330622,1211.64191820265,456.775368076785,NA,4253732,TRUE,TRUE
"1772-062-248_F01","1772-062-248","F01","F","1",4.244,"0",FALSE,75.8990710049027,11.417042532611,3311.28419048199,5686.54857368928,404.536196316351,8.26027698012969,0,0,1693.57415663659,109.774733551723,0.434751420006826,114318.755393635,1916.16688368008,730.382385611467,NA,4600330,TRUE,FALSE
"1772-062-248_F02","1772-062-248","F02","F","2",3.083,"0",FALSE,13.0677168619062,29.3589624064325,3037.3508424805,6966.23418090718,541.059853831181,50.0675203021433,0,0,2015.92619480705,93.0500141464362,1.88934038876013,112809.680602284,1760.62907477584,641.667229532658,NA,4234282,TRUE,FALSE
"1772-062-248_F03","1772-062-248","F03","F","3",3.152,NA,NA,NA,NA,2594.73942230546,7490.56691093927,645.8691609148,81.2967840466631,0,0,2249.07450676197,86.0066732987368,0,110661.919644375,2972.14489585206,1162.72831188149,NA,4883342,TRUE,TRUE
"1772-062-248_F04","1772-062-248","F04","F","4",0.122,NA,NA,NA,NA,6308.23574615982,548711.718320191,28612.4719464166,1944.10241631954,0,0,46.9379022469065,5.4578956101054,0,186958.030965917,9.82421209818973,3.27473736606324,NA,916104,TRUE,TRUE
"1772-062-248_F05","1772-062-248","F05","F","5",2.352,"0",FALSE,14.6281477188805,80.6908368320129,2943.6896505597,10057.8013040686,1050.45416981751,4.09495778098528,0,0,2412.1251309899,107.443892253471,1.55998391656582,117059.633115183,373.616148017514,138.253574605646,NA,5128258,TRUE,FALSE
"1772-062-248_F06","1772-062-248","F06","F","6",3.339,"0",FALSE,13.8176849583277,48.2595269069772,4573.23167264845,7022.39392701041,457.239881311965,94.3907465974912,0,0,1126.85894246828,64.6854234035748,1.94333890053658,108213.993816851,4971.61614725845,1795.36752425287,NA,3602048,TRUE,FALSE
"1772-062-248_F07","1772-062-248","F07","F","7",3.384,NA,NA,NA,NA,3132.94191870663,6131.82917123281,451.614233793213,51.5594869924789,0,0,1811.84724517661,70.7771139624028,0.234361304511268,109881.46942663,2668.20345186078,968.84963284958,NA,4266916,TRUE,TRUE
"1772-062-248_F08","1772-062-248","F08","F","8",3.242,NA,NA,NA,NA,3314.25104534584,6235.65186080926,671.227545097125,23.935245794161,0,0,1299.78791290901,85.0741888553333,1.0406628606157,107316.796506703,5240.77816606065,1899.99021776911,NA,3843704,TRUE,TRUE
"1772-062-248_F09","1772-062-248","F09","F","9",3.475,NA,NA,NA,NA,3407.03374488945,6539.47074019079,513.915444541627,70.2382889571426,0,0,1356.13927140329,80.0907186298639,0.635640624046539,114347.616601916,3075.22933913716,1084.08508431137,NA,3146432,TRUE,TRUE
"1772-062-248_F10","1772-062-248","F10","F","10",2.524,NA,NA,NA,NA,3272.22563020908,9783.66035652115,831.155358583485,125.60637975139,0,0,1567.08911880306,93.0683461396016,1.19625123572753,112340.671297913,2185.55100767419,772.060547538546,NA,4179724,TRUE,TRUE
"1772-062-248_F11","1772-062-248","F11","F","11",2.958,NA,NA,NA,NA,4135.05960189357,8293.61774938687,743.740375292306,73.6896138709861,0,0,2024.29703986768,146.466662864313,0,113122.454799521,3087.43512234073,1094.6215707523,NA,4383250,TRUE,TRUE
"1772-062-248_F12","1772-062-248","F12","F","12",2.43,NA,NA,NA,NA,2109.20069256143,8864.7396348161,891.521253087092,2.66523543523794,0,0,1786.20747325353,108.774921200649,1.33261771761897,132301.953850782,1866.49769074007,714.782828287876,NA,6003222,TRUE,TRUE
"1772-062-248_G01","1772-062-248","G01","G","1",3.408,NA,NA,NA,NA,2568.27575614572,8054.9434715095,684.749673107896,62.3438050282137,0,0,1729.5244984317,97.4379999116452,3.30298304785238,117006.935851528,1098.6547362919,426.704122494429,NA,4844106,TRUE,TRUE
"1772-062-248_G02","1772-062-248","G02","G","2",3.632,NA,NA,NA,NA,2858.49177241563,5947.69528934754,542.86546417793,53.4842821850177,0,0,2132.07797619366,110.128999226423,0.486220747136524,114200.125542197,1523.32960077873,557.695196965594,NA,4113358,TRUE,TRUE
"1772-062-248_G03","1772-062-248","G03","G","3",2.969,NA,NA,NA,NA,3018.58442371694,7776.39229469267,420.908919015776,95.5941216774199,0,0,1826.18461962173,85.4872541872963,0.421119478755154,111880.075279318,2158.44788835954,781.597752569566,NA,4749246,TRUE,TRUE
"1772-062-248_G04","1772-062-248","G04","G","4",3.526,NA,NA,NA,NA,3635.55137687274,6962.17870292777,538.135184931047,108.911787292068,0,0,1497.90206114827,92.2684310570867,4.08784188227599,108770.464758423,1484.47058067794,518.571941637297,NA,3424790,TRUE,TRUE
"1772-062-248_G05","1772-062-248","G05","G","5",2.978,NA,NA,NA,NA,3647.11426286746,7325.50514343978,517.106746053673,42.22343390156,0,0,1877.1183392533,81.5798445135079,0.521276961747654,112887.738836072,1549.75640727578,545.776978949794,NA,3836732,TRUE,TRUE
"1772-062-248_G06","1772-062-248","G06","G","6",3.613,NA,NA,NA,NA,3764.58825919197,6687.740515361,642.909296320041,45.5383425168991,0,0,1862.97870903404,80.3316828668894,1.0233335397056,108404.024361478,3478.56653484425,1197.04440807062,NA,3908794,TRUE,TRUE
"1772-062-248_G07","1772-062-248","G07","G","7",2.921,NA,NA,NA,NA,3064.4013991088,8154.49420249005,622.5822633946,43.9118213841834,0,0,1472.31049290215,77.7078305123245,1.1495241200048,114474.439871382,1572.54899616657,535.218430274235,NA,4349626,TRUE,TRUE
"1772-062-248_G08","1772-062-248","G08","G","8",3.599,NA,NA,NA,NA,3124.2137940151,6677.68717210324,605.038067175808,63.0149279047631,0,0,1648.33785098249,86.230953974939,0,110143.934623671,3137.95389107704,1147.06120644685,NA,4221222,TRUE,TRUE
"1772-062-248_G09","1772-062-248","G09","G","9",3.392,NA,NA,NA,NA,2498.90222084989,6472.62999955003,610.04970909499,35.68752007423,0,0,1847.99288732209,140.164028117628,0.258605217929203,118865.819579415,2740.43949439577,973.907250721379,NA,3866898,TRUE,TRUE
"1772-062-248_G10","1772-062-248","G10","G","10",3.799,NA,NA,NA,NA,3612.25298062084,6007.67518402688,601.45036395668,86.0385398030673,0,0,2452.78122994141,141.212460565669,0.273138221597039,110292.121327998,3053.9584556765,1082.17363396747,NA,3661150,TRUE,TRUE
"1772-062-248_G11","1772-062-248","G11","G","11",2.321,NA,NA,NA,NA,2216.97870166879,10072.6578306674,865.775926317357,199.404342917048,0,0,2103.9896691105,88.6466916121567,0.4057056824355,124203.143326486,1380.41358448679,493.743815524003,NA,4929682,TRUE,TRUE
"1772-062-248_G12","1772-062-248","G12","G","12",3.361,NA,NA,NA,NA,2960.32163615301,6666.68156136672,663.931255001361,45.2426514204517,0,0,1442.17933293341,79.1280940481151,0.186183750701447,119259.256776809,3187.09344450737,1174.63328317543,NA,5371038,TRUE,TRUE
"1772-062-248_H01","1772-062-248","H01","H","1",3.37,NA,NA,NA,NA,2925.42342709452,8376.16009806812,529.402509156976,35.0122774980311,0,0,1748.71561889262,74.8756536855484,3.16376001488233,119269.956049046,1115.96361591616,405.80495124224,NA,4741194,TRUE,TRUE
"1772-062-248_H02","1772-062-248","H02","H","2",3.506,NA,NA,NA,NA,2748.50288501793,7013.54362421471,546.060175831377,70.8102423130931,0,0,1743.17502471699,135.849116914147,1.3318540873936,119841.340662082,1515.20600009145,553.385373312041,NA,4504998,TRUE,TRUE
"1772-062-248_H03","1772-062-248","H03","H","3",3.152,NA,NA,NA,NA,3438.75942804567,8825.12888365773,779.088696354705,56.0800868325297,0,0,1879.6883287732,131.374864771026,9.60734555298317,116422.707117613,3563.87834687522,1275.98954542063,NA,4475742,TRUE,TRUE
"1772-062-248_H04","1772-062-248","H04","H","4",3.402,NA,NA,NA,NA,3748.52258893165,8325.23292472458,713.640661111585,54.194320139644,0,0,2870.82094048823,221.211361297274,0.739013456449691,112711.6226617,1989.9169004002,702.062783627206,NA,4059466,TRUE,TRUE
"1772-062-248_H05","1772-062-248","H05","H","5",3.604,NA,NA,NA,NA,3138.01311135004,7045.32828465462,664.031967822173,62.4120405415758,0,0,1962.63099162286,107.145133976954,0,112733.824165192,2048.07923596948,728.586911043288,NA,3733254,TRUE,TRUE
"1772-062-248_H06","1772-062-248","H06","H","6",0.115,NA,NA,NA,NA,9163.4576981334,509809.647252093,31527.6448557283,3554.98451405792,0,0,64.0537750280706,11.3036073578948,0,212517.238001221,11.3036073578948,7.53573823859654,NA,530804,TRUE,TRUE
"1772-062-248_H07","1772-062-248","H07","H","7",3.995,NA,NA,NA,NA,5379.47124257866,6349.10353902962,472.952261000389,69.2594497464976,0,0,1023.18011176423,86.574312183122,0,123180.817184552,1816.45732784217,642.89442935985,NA,3118708,TRUE,TRUE
"1772-062-248_H08","1772-062-248","H08","H","8",4.319,NA,NA,NA,NA,3396.02178871528,5125.38443518439,405.566265314077,46.1497791080953,0,0,1563.57458130362,90.2930460810561,0,111988.458542199,1987.4502698508,699.269479094401,NA,3987018,TRUE,TRUE
"1772-062-248_H09","1772-062-248","H09","H","9",3.568,NA,NA,NA,NA,2532.92588540549,6600.66503555561,703.411264991587,76.3642198996983,0,0,1859.6300874166,79.5908770785588,0.430220957181399,122853.89653272,913.35909209611,329.334142722361,NA,4648774,TRUE,TRUE
"1772-062-248_H10","1772-062-248","H10","H","10",3.079,NA,NA,NA,NA,3740.47632589574,9556.19245920368,753.733428621593,57.8653616461459,0,0,1980.03397735338,109.795814405508,4.9457574056535,117908.092990131,3287.69223540816,1176.84297467525,NA,4043870,TRUE,TRUE
"1772-062-248_H11","1772-062-248","H11","H","11",2.375,NA,NA,NA,NA,3582.83551323479,11138.9565856947,768.879395011678,172.519262053865,0,0,2550.16860140526,114.864437702961,0,112280.210460143,2071.3441721435,720.79660713602,NA,4492252,TRUE,TRUE
